"c..Marco.Buschmann....Hakan.Demir....Hubertus.Heil....Marie.Agnes.Strack.Zimmermann...","c...FDP.....SPD.....SPD.....FDP.....AfD.....FDP.....Bündnis.90.Die.Grünen...","c..Bundestag....Bundestag....Bundestag....Bundestag....Bundestag...","c..https...www.abgeordnetenwatch.de..profile.marco.buschmann..."
"Dilek Engin"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dilek-engin"
"Vanessa Odermatt"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/vanessa-odermatt"
"Cindy Lutz"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/cindy-lutz"
"Lara Evers"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/lara-evers"
"Sebastian Sack"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/sebastian-sack"
"Jochen Roos"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/jochen-roos"
"Kristan von Waldenfels"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/kristan-von-waldenfels"
"Nicole Bäumler"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/nicole-baeumler"
"Jennifer Gießler"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/jennifer-giessler"
"Matthias Körner"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/matthias-koerner"
"Patricia Peill"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/patricia-peill"
"Svend-Gunnar Kirmes"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/svend-gunnar-kirmes"
"Volkmar Winkler"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/volkmar-winkler"
"Franz Sodann"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/franz-sodann"
"Jan Timke"," Bürger in Wut","Bremen","https://www.abgeordnetenwatch.de//profile/jan-timke"
"Hermann Gröhe"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/hermann-groehe"
"Sabine Weiss"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/sabine-weiss"
"Mathias Middelberg"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mathias-middelberg"
"Daniel Lindenschmid"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/daniel-lindenschmid"
"Marianne Burkert-Eulitz"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/marianne-burkert-eulitz"
"Christian Bartelt"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-bartelt"
"Viola von Cramon-Taubadel"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/viola-von-cramon-taubadel"
"Susann Enders"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/susann-enders"
"Christian Brade"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/christian-brade"
"Patric Müller"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/patric-mueller"
"Felix Zietmann"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/felix-zietmann"
"Heide Richter-Airijoki"," SPD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/heide-richter-airijoki"
"Matthias Redlich"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/matthias-redlich"
"Kevin Kühnert"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/kevin-kuehnert"
"Kerstin Brauner"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/kerstin-brauner"
"Enrico Schult"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/enrico-schult"
"Bernd Lange"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/bernd-lange-1"
"Antonin Brousek"," parteilos","Berlin","https://www.abgeordnetenwatch.de//profile/antonin-brousek"
"Ina Blumenthal"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ina-blumenthal"
"Daniel Scheen-Pauls"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/daniel-scheen-pauls"
"Damhat Sisamci"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/damhat-sisamci"
"Maximilian Raber"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/maximilian-raber"
"Sebastian Penno"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/sebastian-penno"
"Dennis True"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/dennis-true"
"Hubertus Hess-Grunewald"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/hubertus-hess-grunewald"
"Fynn Voigt"," FDP","Bremen","https://www.abgeordnetenwatch.de//profile/fynn-voigt"
"Lucas Schmitz"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/lucas-schmitz"
"Julia Herz"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/julia-herz"
"Maximilian Böltl"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/maximilian-boeltl"
"Karl-Ludwig von Danwitz"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/karl-ludwig-von-danwitz"
"Sevim Kaya-Karadağ"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/sevim-kaya-karadag"
"Jette Waldinger-Thiering"," SSW","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/jette-waldinger-thiering"
"Gülseren Demirel"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/guelseren-demirel"
"Christine Anderson"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/christine-anderson"
"Thomas Erndl"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-erndl"
"Nina Eisenhardt"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/nina-eisenhardt"
"Esther Dilcher"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/esther-dilcher"
"Jochen Haug"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/jochen-haug"
"Stephan Bothe"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/stephan-bothe"
"Veronika Bode"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/veronika-bode"
"Birgit Heitland"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/birgit-heitland"
"Josef Dörr"," AfD","Saarland","https://www.abgeordnetenwatch.de//profile/josef-doerr"
"Oliver Kirchner"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/oliver-kirchner"
"Kristin Heiß"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/kristin-heiss"
"Matthias Vogler"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/matthias-vogler"
"Florian Siekmann"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/florian-siekmann"
"Arno Enners"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/arno-enners"
"Bijan Kaffenberger"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/bijan-kaffenberger"
"Maja Tegeler"," DIE LINKE","Bremen","https://www.abgeordnetenwatch.de//profile/maja-tegeler"
"Daniel Wesener"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/daniel-wesener"
"Stephan Schmidt"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/stephan-schmidt"
"Frank Bommersbach"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/frank-bommersbach"
"Cord Degenhard"," Bürger in Wut","Bremen","https://www.abgeordnetenwatch.de//profile/cord-degenhard"
"Andreas Bialas"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/andreas-bialas"
"Claudia Schlottmann"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/claudia-schlottmann"
"Christian Sauter"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-sauter"
"Oliver Kumbartzky"," FDP","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/oliver-kumbartzky"
"Karl Freller"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/karl-freller"
"Michael Hofmann"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/michael-hofmann"
"Andreas Hofmeister"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/andreas-hofmeister"
"Hildegard Förster-Heldmann"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/hildegard-foerster-heldmann"
"Britta Kellermann"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/britta-kellermann"
"Oliver Schatta"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/oliver-schatta"
"Martin Böhm"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/martin-boehm"
"Fabian Jacobi"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/fabian-jacobi"
"Jürgen Pastewsky"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/juergen-pastewsky"
"Gerd Hujahn"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/gerd-hujahn"
"Wiebke Knell"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/wiebke-knell"
"Daniel Rausch"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/daniel-rausch"
"Marko Schiemann"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/marko-schiemann"
"Marcus Malsch"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/marcus-malsch"
"Ute Lukasch"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/ute-lukasch"
"Thomas Reich"," AfD","Hamburg","https://www.abgeordnetenwatch.de//profile/thomas-reich"
"Martin Michalik"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/martin-michalik"
"Nelson Janßen"," DIE LINKE","Bremen","https://www.abgeordnetenwatch.de//profile/nelson-janssen"
"Jan Metzler"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/jan-metzler"
"Marco Wanderwitz"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/marco-wanderwitz"
"Stefan Kaufmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-kaufmann"
"Stefan Heck"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-heck"
"Thomas Rudy"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/thomas-rudy"
"Ralf Nentwich"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/ralf-nentwich"
"Christoph Gensch"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/christoph-gensch"
"Matthias Joa"," parteilos","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/matthias-joa"
"Dorothea Wehinger"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/dorothea-wehinger"
"Franziska Brychcy"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/franziska-brychcy"
"Daniel Roi"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/daniel-roi"
"Martin Erwin Renner"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-erwin-renner"
"Henning Foerster"," DIE LINKE","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/henning-foerster"
"Adrian Grasse"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/adrian-grasse"
"Olaf Müller"," Bündnis 90/Die Grünen","Thüringen","https://www.abgeordnetenwatch.de//profile/olaf-mueller-0"
"Alexander Gauland"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-gauland"
"Carsten Hütter"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/carsten-huetter"
"Andreas Bühl"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/andreas-buehl"
"Thomas L. Kemmerich"," FDP","Thüringen","https://www.abgeordnetenwatch.de//profile/thomas-l-kemmerich"
"Martina Friederichs"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/martina-friederichs"
"Sascha Schuster"," Bürger in Wut","Bremen","https://www.abgeordnetenwatch.de//profile/sascha-schuster"
"Sina Dertwinkel"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/sina-dertwinkel"
"Erich Irlstorfer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/erich-irlstorfer"
"Dirk Herber"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/dirk-herber"
"Martin Louis Schmidt"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/martin-louis-schmidt"
"Iris Spranger"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/iris-spranger"
"Sven Heinemann"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/sven-heinemann"
"Timur Husein"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/timur-husein"
"Manuel Höferlin"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/manuel-hoeferlin"
"Marc Jongen"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/marc-jongen"
"Harry Glawe"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/harry-glawe"
"Nadine Julitz"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/nadine-julitz"
"Leif-Erik Holm"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/leif-erik-holm"
"Marco Tullner"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/marco-tullner"
"Niklas Schenker"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/niklas-schenker"
"Anne Shepley"," Bündnis 90/Die Grünen","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/anne-shepley"
"Marc Timmer"," SPD","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/marc-timmer"
"Klaus Esser"," AfD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/klaus-esser"
"Carina Hermann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/carina-hermann"
"Dennis Jahn"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/dennis-jahn"
"Maximilian Bathon"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/maximilian-bathon"
"Peter Franz"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/peter-franz"
"Jürgen Eberwein"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/juergen-eberwein"
"Katja Weitzel"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/katja-weitzel"
"Franz Schmid"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/franz-schmid-0"
"David Guthier"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/david-guthier"
"Gabi Schmidt"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/gabi-schmidt"
"Sven Simon"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/sven-simon"
"Ilona Nicklisch"," BVB - Freie Wähler","Brandenburg","https://www.abgeordnetenwatch.de//profile/ilona-nicklisch"
"Ronald Pohle"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ronald-pohle"
"Mario Voigt"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/mario-voigt"
"Björn Höcke"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/bjoern-hoecke"
"Stephan Gamm"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/stephan-gamm"
"Olaf Scholz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/olaf-scholz"
"Markus Scholz"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/markus-scholz"
"Steffen Kubitzki"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/steffen-kubitzki"
"Martin Henkel"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/martin-henkel"
"Janine Merz"," SPD","Thüringen","https://www.abgeordnetenwatch.de//profile/janine-merz"
"Miriam Block"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/miriam-block"
"Lisett Stuppy"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lisett-stuppy"
"Margret Wendt"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/margret-wendt"
"Frederick Cordes"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/frederick-cordes"
"Felix Locke"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/felix-locke"
"Dunja Wolff"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/dunja-wolff"
"Sandy van Baal"," FDP","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/sandy-van-baal"
"Anna-Konstanze Schröder"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/anna-konstanze-schroeder"
"Eva-Maria Schneider-Gärtner"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/eva-maria-schneider-gaertner"
"Tülay Durdu"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/tuelay-durdu"
"Justus Moor"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/justus-moor"
"Kira Braun"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/kira-braun"
"Sebastian Müller"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/sebastian-mueller"
"Verena Kämmerling"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/verena-kaemmerling"
"Claus-René Schick"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/claus-rene-schick"
"Medine Yildiz"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/medine-yildiz"
"Guido Wolf"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/guido-wolf"
"Horst Gies"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/horst-gies"
"Manuela Schmidt"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/manuela-schmidt"
"Bettina Meißner"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/bettina-meissner"
"Sebastian Lechner"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/sebastian-lechner"
"Andreas Butzki"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/andreas-butzki"
"Alexander Bertram"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/alexander-bertram"
"Wulf Gallert"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/wulf-gallert"
"André Kuper"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/andre-kuper"
"Jochen Ritter"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/jochen-ritter"
"Stefan Kämmerling"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/stefan-kaemmerling"
"Eckard Graage"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/eckard-graage"
"Jürgen Baumgärtner"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/juergen-baumgaertner"
"Mechthilde Wittmann"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/mechthilde-wittmann"
"Thorsten Glauber"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/thorsten-glauber"
"Michael Boddenberg"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/michael-boddenberg"
"Axel Miesner"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/axel-miesner"
"Silke Lesemann"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/silke-lesemann"
"Herbert Mertin"," FDP","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/herbert-mertin"
"Heinrich Garg"," FDP","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/heinrich-garg"
"Gerd Hujahn"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/gerd-hujahn"
"Wiebke Knell"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/wiebke-knell"
"Daniel Rausch"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/daniel-rausch"
"Florian Köhler"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/florian-koehler"
"Andreas Jäckel"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-jaeckel"
"Cirsten Kunz"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/cirsten-kunz"
"Thorsten Raschen"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/thorsten-raschen"
"Jörg Dornau"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/joerg-dornau"
"Roberto Kuhnert"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/roberto-kuhnert"
"Christiane Staab"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/christiane-staab"
"Thomas Korell"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/thomas-korell"
"Elrid Pasbrig"," SPD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/elrid-pasbrig"
"Michael Scheffler"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/michael-scheffler-0"
"Aldona Niemczyk"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/aldona-niemczyk"
"Reinhard Naumann"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/reinhard-naumann"
"Michael Meister"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/michael-meister-1"
"Beatrix Hegenkötter"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/beatrix-hegenkoetter"
"Carsten Becker"," AfD","Saarland","https://www.abgeordnetenwatch.de//profile/carsten-becker"
"Tom Unger"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/tom-unger"
"Anna Langsch"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/anna-langsch"
"Steffen Kubitzki"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/steffen-kubitzki"
"Martin Henkel"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/martin-henkel"
"Janine Merz"," SPD","Thüringen","https://www.abgeordnetenwatch.de//profile/janine-merz"
"Miriam Block"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/miriam-block"
"Lisett Stuppy"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lisett-stuppy"
"Margret Wendt"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/margret-wendt"
"Frederick Cordes"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/frederick-cordes"
"Felix Locke"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/felix-locke"
"Dunja Wolff"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/dunja-wolff"
"Sandy van Baal"," FDP","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/sandy-van-baal"
"Anna-Konstanze Schröder"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/anna-konstanze-schroeder"
"Eva-Maria Schneider-Gärtner"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/eva-maria-schneider-gaertner"
"Tülay Durdu"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/tuelay-durdu"
"Justus Moor"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/justus-moor"
"Kira Braun"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/kira-braun"
"Sebastian Müller"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/sebastian-mueller"
"Verena Kämmerling"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/verena-kaemmerling"
"Claus-René Schick"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/claus-rene-schick"
"Medine Yildiz"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/medine-yildiz"
"Marion Schiefer"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/marion-schiefer"
"Claudia Ravensburg"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/claudia-ravensburg"
"Kaya Kinkel"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/kaya-kinkel"
"Tobias Eckert"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/tobias-eckert"
"Stefan Politze"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/stefan-politze"
"Jutta Schmitt-Lang"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/jutta-schmitt-lang"
"Reiner Haseloff"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/reiner-haseloff"
"Tobias Gotthardt"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/tobias-gotthardt"
"Marco Mohrmann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/marco-mohrmann"
"Götz Frömming"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/goetz-froemming"
"Frank Wagner"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/frank-wagner"
"Rainer Ludwig"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/rainer-ludwig"
"Klaus Gagel"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/klaus-gagel"
"Gunnar Beck"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/gunnar-beck"
"Muhammet Tokmak"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/muhammet-tokmak"
"Julia Tiedemann"," Bürger in Wut","Bremen","https://www.abgeordnetenwatch.de//profile/julia-tiedemann"
"Gudrun Petzold"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/gudrun-petzold"
"Tosca Kniese"," Bürger für Thüringen","Thüringen","https://www.abgeordnetenwatch.de//profile/tosca-kniese"
"Daniel Reinhardt"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/daniel-reinhardt"
"Marco Schulz"," AfD","Hamburg","https://www.abgeordnetenwatch.de//profile/marco-schulz"
"Markus Kropfreiter"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/markus-kropfreiter"
"Harry Glawe"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/harry-glawe"
"Nadine Julitz"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/nadine-julitz"
"Leif-Erik Holm"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/leif-erik-holm"
"Marco Tullner"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/marco-tullner"
"Heike Wermer"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/heike-wermer"
"Matthias Kerkhoff"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/matthias-kerkhoff"
"Fabian Schrumpf"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/fabian-schrumpf"
"Volker Nielsen"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/volker-nielsen"
"Albert Füracker"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/albert-fueracker"
"Harry Scheuenstuhl"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/harry-scheuenstuhl"
