"Name","Party","Parliament","Q_A_Link","ID","Q_asked","Q_answered"
"Dieter Janecek"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/dieter-janecek/fragen-antworten?page=0",79275,39,28
"Maria Klein-Schmeink"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/maria-klein-schmeink/fragen-antworten?page=0",79240,27,27
"Leni Breymaier"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/leni-breymaier/fragen-antworten?page=0",146860,27,27
"Bruno Hönel"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/bruno-hoenel/fragen-antworten?page=0",175542,27,27
"Georg Kippels"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/georg-kippels/fragen-antworten?page=0",79242,27,27
"Claudia Tausend"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/claudia-tausend/fragen-antworten?page=0",78970,28,27
"Lukas Benner"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/lukas-benner/fragen-antworten?page=0",130480,27,27
"Esra Limbacher"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/esra-limbacher/fragen-antworten?page=0",138463,27,27
"Niels Annen"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/niels-annen/fragen-antworten?page=0",79471,27,27
"Gesine Lötzsch"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/gesine-loetzsch/fragen-antworten?page=0",78850,29,27
"Wolfgang Kubicki"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/wolfgang-kubicki/fragen-antworten?page=0",122157,168,28
"Bernd Riexinger"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/bernd-riexinger/fragen-antworten?page=0",108427,32,27
"Manuela Rottmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/manuela-rottmann/fragen-antworten?page=0",146021,27,27
"Andreas Schwarz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-schwarz/fragen-antworten?page=0",79000,27,27
"Carsten Brodesser"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/carsten-brodesser/fragen-antworten?page=0",145870,28,27
"Erik von Malottki"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/erik-von-malottki/fragen-antworten?page=0",175423,26,26
"Edgar Naujok"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/edgar-naujok/fragen-antworten?page=0",175916,27,26
"Jens Beeck"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-beeck/fragen-antworten?page=0",136537,26,26
"Anja Schulz"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/anja-schulz/fragen-antworten?page=0",146300,28,26
"Bernd Reuther"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/bernd-reuther/fragen-antworten?page=0",137432,26,26
"Nicole Westig"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/nicole-westig/fragen-antworten?page=0",146329,26,26
"Gülistan Yüksel"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/guelistan-yueksel/fragen-antworten?page=0",78910,27,26
"Sandra Bubendorfer-Licht"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/sandra-bubendorfer-licht/fragen-antworten?page=0",142152,26,26
"Anikó Glogowski-Merten"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/aniko-glogowski-merten/fragen-antworten?page=0",175693,26,26
"Jürgen Hardt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-hardt/fragen-antworten?page=0",78863,26,26
"Andreas Larem"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-larem/fragen-antworten?page=0",175393,26,26
"Jens Zimmermann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-zimmermann/fragen-antworten?page=0",78792,25,25
"Mario Czaja"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mario-czaja/fragen-antworten?page=0",117510,25,25
"Daniel Föst"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/daniel-foest/fragen-antworten?page=0",141323,25,25
"Nadja Sthamer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/nadja-sthamer/fragen-antworten?page=0",175478,26,25
"Anke Hennig"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/anke-hennig/fragen-antworten?page=0",175397,26,25
"Matthias W. Birkwald"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-w-birkwald/fragen-antworten?page=0",78882,26,26
"Sabine Grützmacher"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/sabine-gruetzmacher/fragen-antworten?page=0",175642,26,25
"Olav Gutting"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/olav-gutting/fragen-antworten?page=0",79336,31,25
"Jürgen Lenders"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-lenders/fragen-antworten?page=0",135322,25,25
"Sascha Müller"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/sascha-mueller-0/fragen-antworten?page=0",146018,25,25
"Bernhard Daldrup"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/bernhard-daldrup/fragen-antworten?page=0",79421,26,25
"Gabriela Heinrich"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/gabriela-heinrich/fragen-antworten?page=0",79320,26,26
"Matthias Hauer"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/matthias-hauer/fragen-antworten?page=0",79322,25,25
"Daniela Kluckert"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/daniela-kluckert/fragen-antworten?page=0",122880,26,25
"Markus Hümpfer"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/markus-huempfer/fragen-antworten?page=0",146852,26,25
"Achim Post"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/achim-post/fragen-antworten?page=0",79080,25,25
"Michael Thews"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-thews/fragen-antworten?page=0",78960,25,25
"Ivo Teichmann"," Bündnis Deutschland","Sachsen","https://www.abgeordnetenwatch.de//profile/ivo-teichmann/fragen-antworten?page=0",168316,25,25
"Dirk Kienscherf"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/dirk-kienscherf/fragen-antworten?page=0",66931,42,26
"Jens Brandenburg"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-brandenburg/fragen-antworten?page=0",108620,24,24
"Wiebke Esdar"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/wiebke-esdar/fragen-antworten?page=0",146813,25,24
"Heike Sudmann"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/heike-sudmann/fragen-antworten?page=0",66561,25,24
"Dominik Lorenzen"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/dominik-lorenzen/fragen-antworten?page=0",66488,25,25
"Thekla Walker"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thekla-walker/fragen-antworten?page=0",108639,25,24
"Christina Baum"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/christina-baum/fragen-antworten?page=0",29476,34,24
"Frank Schwabe"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-schwabe/fragen-antworten?page=0",78998,24,24
"Beate Müller-Gemmeke"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/beate-mueller-gemmeke/fragen-antworten?page=0",79117,24,24
"Petra Sitte"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/petra-sitte/fragen-antworten?page=0",78824,24,24
"Alexander Müller"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-mueller/fragen-antworten?page=0",119621,24,24
"Tina Fischer"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/tina-fischer/fragen-antworten?page=0",30756,24,24
"Lennard Oehl"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/lennard-oehl/fragen-antworten?page=0",175441,23,23
"Mareike Engels"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/mareike-engels/fragen-antworten?page=0",66477,23,23
"Stephan Mayer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/stephan-mayer/fragen-antworten?page=0",79134,23,23
"Marie Schäffer"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/marie-schaeffer/fragen-antworten?page=0",168735,24,23
"Dirk Panter"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/dirk-panter/fragen-antworten?page=0",30890,23,23
"Artur Auernhammer"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/artur-auernhammer/fragen-antworten?page=0",78810,27,23
"Christian Jung"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/christian-jung/fragen-antworten?page=0",146419,23,23
"Sarah Ryglewski"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sarah-ryglewski/fragen-antworten?page=0",29176,23,23
"Nicolas Zippelius"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/nicolas-zippelius/fragen-antworten?page=0",175876,23,23
"Torsten Herbst"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/torsten-herbst/fragen-antworten?page=0",31751,23,23
"Martina Renner"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/martina-renner/fragen-antworten?page=0",78892,23,23
"Anna Christmann"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/anna-christmann/fragen-antworten?page=0",146027,24,23
"Holger Becker"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/holger-becker/fragen-antworten?page=0",175435,23,22
"Holger Mann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/holger-mann/fragen-antworten?page=0",30917,23,22
"Stefan Schwartze"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-schwartze/fragen-antworten?page=0",78999,22,22
"Philipp Hartewig"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/philipp-hartewig/fragen-antworten?page=0",146359,22,22
"Sabine Poschmann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sabine-poschmann/fragen-antworten?page=0",79077,22,22
"Klaus-Peter Willsch"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/klaus-peter-willsch/fragen-antworten?page=0",78914,22,22
"André Hahn"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/andre-hahn/fragen-antworten?page=0",79328,23,22
"Annette Widmann-Mauz"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/annette-widmann-mauz/fragen-antworten?page=0",118138,22,22
"Josephine Ortleb"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/josephine-ortleb/fragen-antworten?page=0",146867,22,22
"Deborah Düring"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/deborah-duering/fragen-antworten?page=0",175555,22,22
"Melis Sekmen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/melis-sekmen/fragen-antworten?page=0",175626,31,22
"Frank Schmitt"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/frank-schmitt/fragen-antworten?page=0",66987,29,22
"Rüdiger Lucassen"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/ruediger-lucassen/fragen-antworten?page=0",145742,24,24
"Derya Türk-Nachbaur"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/derya-tuerk-nachbaur/fragen-antworten?page=0",175419,21,21
"Juliane Nagel"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/juliane-nagel/fragen-antworten?page=0",33418,24,21
"Manuel Hagel"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/manuel-hagel/fragen-antworten?page=0",108626,22,21
"Birgit Stöver"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/birgit-stoever/fragen-antworten?page=0",66351,21,21
"Frank Junge"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-junge/fragen-antworten?page=0",79268,21,21
"Antje Kapek"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/antje-kapek/fragen-antworten?page=0",117422,21,21
"Mathias Stein"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/mathias-stein/fragen-antworten?page=0",146775,23,21
"Katrin Uhlig"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/katrin-uhlig/fragen-antworten?page=0",175599,21,21
"Tilman Kuban"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/tilman-kuban/fragen-antworten?page=0",29490,21,21
"Joachim Herrmann"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/joachim-herrmann/fragen-antworten?page=0",133644,23,22
"Ann-Veruschka Jurisch"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/ann-veruschka-jurisch/fragen-antworten?page=0",175696,22,21
"Thomas Hitschler"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-hitschler/fragen-antworten?page=0",78864,21,21
"Gabriele Dobusch"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/gabriele-dobusch/fragen-antworten?page=0",67037,26,21
"Jens Teutrine"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-teutrine/fragen-antworten?page=0",175745,22,21
"Benjamin Raschke"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/benjamin-raschke/fragen-antworten?page=0",30762,20,20
"Michael Link"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-link/fragen-antworten?page=0",119079,20,20
"Kay Gottschalk"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/kay-gottschalk/fragen-antworten?page=0",66285,20,20
"Ruppert Stüwe"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/ruppert-stuewe/fragen-antworten?page=0",175488,20,20
"Alexander Ulrich"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-ulrich/fragen-antworten?page=0",78816,23,20
"Thomas Dietz"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-dietz/fragen-antworten?page=0",31274,22,20
"Christian Petry"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/christian-petry/fragen-antworten?page=0",79477,20,20
"Benjamin Strasser"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/benjamin-strasser/fragen-antworten?page=0",108832,20,20
"Ulrike Schielke-Ziesing"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/ulrike-schielke-ziesing/fragen-antworten?page=0",123546,21,20
"Sandro Kappe"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/sandro-kappe/fragen-antworten?page=0",173105,22,21
"Ottilie Klein"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ottilie-klein/fragen-antworten?page=0",175877,24,20
"Jessica Tatti"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/jessica-tatti/fragen-antworten?page=0",108661,23,20
"Alexander Throm"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-throm/fragen-antworten?page=0",108605,24,20
"Florian Hahn"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/florian-hahn/fragen-antworten?page=0",79329,30,20
"Johannes Huber"," parteilos","Bundestag","https://www.abgeordnetenwatch.de//profile/johannes-huber/fragen-antworten?page=0",145803,19,19
"Ulrike Sparr"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/ulrike-sparr/fragen-antworten?page=0",66505,24,19
"Angelika Glöckner"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/angelika-gloeckner/fragen-antworten?page=0",79481,19,19
"Frank Ullrich"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/frank-ullrich/fragen-antworten?page=0",170287,19,19
