Name;Party;Parliament;Profile
Albrecht Glaser; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/albrecht-glaser/fragen-antworten?page=0
Emily Vontz; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/emily-vontz/fragen-antworten?page=0
Marc Schemmel; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/marc-schemmel/fragen-antworten?page=0
Axel Schäfer; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/axel-schaefer/fragen-antworten?page=0
Thomas Ehrhorn; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-ehrhorn/fragen-antworten?page=0
Peter Heidt; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/peter-heidt/fragen-antworten?page=0
Ute Leidig; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/ute-leidig/fragen-antworten?page=0
Denise Loop; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/denise-loop/fragen-antworten?page=0
Martina Koeppen; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/martina-koeppen/fragen-antworten?page=0
Laura Neugebauer; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/laura-neugebauer/fragen-antworten?page=0
Andreas Rimkus; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/andreas-rimkus/fragen-antworten?page=0
Stefan Möller; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/stefan-moeller/fragen-antworten?page=0
Matthias Lammert; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/matthias-lammert/fragen-antworten?page=0
Lena Saniye Güngör; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/lena-saniye-guengoer/fragen-antworten?page=0
Oliver Vogt; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/oliver-vogt/fragen-antworten?page=0
Felix Herkens; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/felix-herkens/fragen-antworten?page=0
Julian Schwarze; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/julian-schwarze/fragen-antworten?page=0
Volkhard Wille; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/volkhard-wille/fragen-antworten?page=0
Markus Grübel; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-gruebel/fragen-antworten?page=0
Claudia Wein; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/claudia-wein/fragen-antworten?page=0
Helge Limburg; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/helge-limburg/fragen-antworten?page=0
Markus Töns; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-toens/fragen-antworten?page=0
Andrea Nunne; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/andrea-nunne/fragen-antworten?page=0
Olaf Meister; Bündnis 90/Die Grünen;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/olaf-meister/fragen-antworten?page=0
Jan Kürschner; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/jan-kuerschner/fragen-antworten?page=0
Stefan Zierke; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-zierke/fragen-antworten?page=0
Brian Nickholz; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/brian-nickholz/fragen-antworten?page=0
Herbert Wollmann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/herbert-wollmann/fragen-antworten?page=0
Alexander Engelhard; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/alexander-engelhard/fragen-antworten?page=0
Alexander Schoch; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/alexander-schoch/fragen-antworten?page=0
Lena Saniye Güngör; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/lena-saniye-guengoer/fragen-antworten?page=0
Oliver Vogt; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/oliver-vogt/fragen-antworten?page=0
Felix Herkens; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/felix-herkens/fragen-antworten?page=0
Julian Schwarze; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/julian-schwarze/fragen-antworten?page=0
Volkhard Wille; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/volkhard-wille/fragen-antworten?page=0
Markus Grübel; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-gruebel/fragen-antworten?page=0
Claudia Wein; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/claudia-wein/fragen-antworten?page=0
Helge Limburg; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/helge-limburg/fragen-antworten?page=0
Markus Töns; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-toens/fragen-antworten?page=0
Andrea Nunne; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/andrea-nunne/fragen-antworten?page=0
Olaf Meister; Bündnis 90/Die Grünen;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/olaf-meister/fragen-antworten?page=0
Jan Kürschner; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/jan-kuerschner/fragen-antworten?page=0
Stefan Zierke; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-zierke/fragen-antworten?page=0
Brian Nickholz; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/brian-nickholz/fragen-antworten?page=0
Herbert Wollmann; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/herbert-wollmann/fragen-antworten?page=0
Alexander Engelhard; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/alexander-engelhard/fragen-antworten?page=0
Alexander Schoch; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/alexander-schoch/fragen-antworten?page=0
Volker Mayer-Lay; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/volker-mayer-lay/fragen-antworten?page=0
Thomas Jarzombek; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-jarzombek/fragen-antworten?page=0
Melanie Bernstein; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/melanie-bernstein/fragen-antworten?page=0
Barbara Fuchs; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/barbara-fuchs/fragen-antworten?page=0
Nicole Walter-Mundt; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/nicole-walter-mundt/fragen-antworten?page=0
Erwin Köhler; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/erwin-koehler/fragen-antworten?page=0
Mathias Schulz; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/mathias-schulz-0/fragen-antworten?page=0
Mark Helfrich; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/mark-helfrich/fragen-antworten?page=0
Christine Neumann-Martin; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/christine-neumann-martin/fragen-antworten?page=0
Stefan Fulst-Blei; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/stefan-fulst-blei/fragen-antworten?page=0
Dorothea Kliche-Behnke; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/dorothea-kliche-behnke/fragen-antworten?page=0
Ulrich Siegmund; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/ulrich-siegmund/fragen-antworten?page=0
Rasha Nasr; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/rasha-nasr/fragen-antworten?page=0
Albert Stegemann; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/albert-stegemann/fragen-antworten?page=0
Marianne Schieder; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/marianne-schieder/fragen-antworten?page=0
Sönke Rix; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/soenke-rix/fragen-antworten?page=0
Christa Möller-Metzger; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/christa-moeller-metzger/fragen-antworten?page=0
Thomas von Gizycki; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/thomas-von-gizycki/fragen-antworten?page=0
Catherina Pieroth-Manelli; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/catherina-pieroth-manelli/fragen-antworten?page=0
Martina Englhardt-Kopf; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/martina-englhardt-kopf/fragen-antworten?page=0
Manfred Grund; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/manfred-grund/fragen-antworten?page=0
Hannes Gnauck; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/hannes-gnauck/fragen-antworten?page=0
Siegfried Lorek; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/siegfried-lorek/fragen-antworten?page=0
Christa Möller-Metzger; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/christa-moeller-metzger/fragen-antworten?page=0
Albert Stegemann; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/albert-stegemann/fragen-antworten?page=0
Marianne Schieder; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/marianne-schieder/fragen-antworten?page=0
Sönke Rix; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/soenke-rix/fragen-antworten?page=0
Martina Englhardt-Kopf; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/martina-englhardt-kopf/fragen-antworten?page=0
Thomas von Gizycki; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/thomas-von-gizycki/fragen-antworten?page=0
Catherina Pieroth-Manelli; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/catherina-pieroth-manelli/fragen-antworten?page=0
Hannes Gnauck; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/hannes-gnauck/fragen-antworten?page=0
Manfred Grund; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/manfred-grund/fragen-antworten?page=0
Kristin Brinker; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/kristin-brinker/fragen-antworten?page=0
Siegfried Lorek; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/siegfried-lorek/fragen-antworten?page=0
Lisa Maria Otte; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/lisa-maria-otte/fragen-antworten?page=0
Sarah Lahrkamp; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/sarah-lahrkamp/fragen-antworten?page=0
Christian Bernreiter; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/christian-bernreiter/fragen-antworten?page=0
Hubert Hüppe; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/hubert-hueppe/fragen-antworten?page=0
Uta Röpcke; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/uta-roepcke/fragen-antworten?page=0
Stefanie Bung; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/stefanie-bung/fragen-antworten?page=0
Carola Ensslen; DIE LINKE;Hamburg;https://www.abgeordnetenwatch.de//profile/carola-ensslen/fragen-antworten?page=0
Christos Katzidis; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/christos-katzidis/fragen-antworten?page=0
Martina Englhardt-Kopf; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/martina-englhardt-kopf/fragen-antworten?page=0
Manfred Grund; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/manfred-grund/fragen-antworten?page=0
Hannes Gnauck; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/hannes-gnauck/fragen-antworten?page=0
Siegfried Lorek; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/siegfried-lorek/fragen-antworten?page=0
Kristin Brinker; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/kristin-brinker/fragen-antworten?page=0
Hubert Hüppe; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/hubert-hueppe/fragen-antworten?page=0
Uta Röpcke; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/uta-roepcke/fragen-antworten?page=0
Stefanie Bung; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/stefanie-bung/fragen-antworten?page=0
Lisa Maria Otte; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/lisa-maria-otte/fragen-antworten?page=0
Sarah Lahrkamp; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/sarah-lahrkamp/fragen-antworten?page=0
Christian Bernreiter; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/christian-bernreiter/fragen-antworten?page=0
Wolfgang Strengmann-Kuhn; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/wolfgang-strengmann-kuhn/fragen-antworten?page=0
Alexander Hold; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/alexander-hold/fragen-antworten?page=0
Eka von Kalben; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/eka-von-kalben/fragen-antworten?page=0
Katalin Gennburg; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/katalin-gennburg/fragen-antworten?page=0
Michael Sacher; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/michael-sacher/fragen-antworten?page=0
Friedrich Haag; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/friedrich-haag/fragen-antworten?page=0
Lisa Knack; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/lisa-knack/fragen-antworten?page=0
Swantje Schendel; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/swantje-schendel/fragen-antworten?page=0
Britta Oellers; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/britta-oellers/fragen-antworten?page=0
Nadine Heselhaus; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/nadine-heselhaus/fragen-antworten?page=0
Simone Lang; SPD;Sachsen;https://www.abgeordnetenwatch.de//profile/simone-lang/fragen-antworten?page=0
Petra Vandrey; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/petra-vandrey/fragen-antworten?page=0
Derya Çağlar; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/derya-caglar/fragen-antworten?page=0
René Aust; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/rene-aust/fragen-antworten?page=0
Andrea Dombois; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/andrea-dombois/fragen-antworten?page=0
Sven Tode; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/sven-tode/fragen-antworten?page=0
Silke Backsen; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/silke-backsen/fragen-antworten?page=0
Jan Schröder; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/jan-schroeder/fragen-antworten?page=0
Thomas Schmidt; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/thomas-schmidt/fragen-antworten?page=0
Steffen Dittes; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/steffen-dittes/fragen-antworten?page=0
Damiano Valgolio; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/damiano-valgolio/fragen-antworten?page=0
Matthias Kollatz; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/matthias-kollatz/fragen-antworten?page=0
Susanne Schneider; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/susanne-schneider/fragen-antworten?page=0
Uwe Adler; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/uwe-adler/fragen-antworten?page=0
Nadine Hoffmann; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/nadine-hoffmann/fragen-antworten?page=0
Steffen Dittes; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/steffen-dittes/fragen-antworten?page=0
Damiano Valgolio; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/damiano-valgolio/fragen-antworten?page=0
Matthias Kollatz; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/matthias-kollatz/fragen-antworten?page=0
Susanne Schneider; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/susanne-schneider/fragen-antworten?page=0
Silke Backsen; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/silke-backsen/fragen-antworten?page=0
Jan Schröder; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/jan-schroeder/fragen-antworten?page=0
Uwe Adler; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/uwe-adler/fragen-antworten?page=0
Kai Wegner; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/kai-wegner/fragen-antworten?page=0
Nadine Hoffmann; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/nadine-hoffmann/fragen-antworten?page=0
Andre Baumann; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/andre-baumann-0/fragen-antworten?page=0
Manfred Uekermann; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/manfred-uekermann/fragen-antworten?page=0
Nelly Waldeck; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/nelly-waldeck/fragen-antworten?page=0
Pascal Leddin; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/pascal-leddin/fragen-antworten?page=0
Georg-Ludwig von Breitenbuch; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/georg-ludwig-von-breitenbuch/fragen-antworten?page=0
Matthias Czech; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/matthias-czech/fragen-antworten?page=0
Anke Fuchs-Dreisbach; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/anke-fuchs-dreisbach/fragen-antworten?page=0
Lars Harms; SSW;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/lars-harms/fragen-antworten?page=0
Sebastian Brehm; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/sebastian-brehm/fragen-antworten?page=0
Marion Gentges; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/marion-gentges/fragen-antworten?page=0
Sebastian Brehm; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/sebastian-brehm/fragen-antworten?page=0
Marion Gentges; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/marion-gentges/fragen-antworten?page=0
Thomas Poreski; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/thomas-poreski/fragen-antworten?page=0
Michael Frisch; AfD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/michael-frisch/fragen-antworten?page=0
Gregor Kaiser; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/gregor-kaiser/fragen-antworten?page=0
Kevin Leiser; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/kevin-leiser/fragen-antworten?page=0
Jule Wenzel; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/jule-wenzel/fragen-antworten?page=0
Alfred Dannenberg; AfD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/alfred-dannenberg/fragen-antworten?page=0
Martin Modschiedler; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/martin-modschiedler/fragen-antworten?page=0
Bernd Buchholz; FDP;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/bernd-buchholz/fragen-antworten?page=0
Dirk Spaniel; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/dirk-spaniel/fragen-antworten?page=0
René Bochmann; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/rene-bochmann/fragen-antworten?page=0
Jürgen Kretz; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-kretz/fragen-antworten?page=0
Erik Schweickert; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/erik-schweickert/fragen-antworten?page=0
Jürgen Braun; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-braun/fragen-antworten?page=0
Gabriele Triebel; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/gabriele-triebel/fragen-antworten?page=0
Anne Helm; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/anne-helm/fragen-antworten?page=0
Henry Worm; CDU;Thüringen;https://www.abgeordnetenwatch.de//profile/henry-worm/fragen-antworten?page=0
Deniz Çelik; DIE LINKE;Hamburg;https://www.abgeordnetenwatch.de//profile/deniz-celik/fragen-antworten?page=0
Jens Koeppen; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/jens-koeppen/fragen-antworten?page=0
Katalin Gennburg; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/katalin-gennburg/fragen-antworten?page=0
Michael Sacher; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/michael-sacher/fragen-antworten?page=0
Friedrich Haag; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/friedrich-haag/fragen-antworten?page=0
Lisa Knack; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/lisa-knack/fragen-antworten?page=0
Isabelle Vandre; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/isabelle-vandre/fragen-antworten?page=0
André Trepoll; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/andre-trepoll/fragen-antworten?page=0
Wolfgang Wiehle; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/wolfgang-wiehle/fragen-antworten?page=0
Ines Saborowski; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/ines-saborowski/fragen-antworten?page=0
Reinhold Pix; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/reinhold-pix/fragen-antworten?page=0
Thomas Kutschaty; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/thomas-kutschaty/fragen-antworten?page=0
Kristina Herbst; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/kristina-herbst/fragen-antworten?page=0
Jörn Domeier; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/joern-domeier/fragen-antworten?page=0
Philipp Bruck; Bündnis 90/Die Grünen;Bremen;https://www.abgeordnetenwatch.de//profile/philipp-bruck/fragen-antworten?page=0
Guido Görtz; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/guido-goertz/fragen-antworten?page=0
Henning Höne; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/henning-hoene/fragen-antworten?page=0
Lilia Usik; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/lilia-usik/fragen-antworten?page=0
Winfried Mack; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/winfried-mack/fragen-antworten?page=0
Bettina König; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/bettina-koenig/fragen-antworten?page=0
Julia Retzlaff; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/julia-retzlaff/fragen-antworten?page=0
Guido Görtz; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/guido-goertz/fragen-antworten?page=0
Henning Höne; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/henning-hoene/fragen-antworten?page=0
Lilia Usik; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/lilia-usik/fragen-antworten?page=0
Winfried Mack; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/winfried-mack/fragen-antworten?page=0
Bettina König; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/bettina-koenig/fragen-antworten?page=0
Julia Retzlaff; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/julia-retzlaff/fragen-antworten?page=0
Meta Janssen-Kucz; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/meta-janssen-kucz/fragen-antworten?page=0
Jan Ralf Nolte; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/jan-ralf-nolte/fragen-antworten?page=0
Taylan Kurt; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/taylan-kurt/fragen-antworten?page=0
Eileen Woestmann; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/eileen-woestmann/fragen-antworten?page=0
Andreas Hoffmann; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/andreas-hoffmann-1/fragen-antworten?page=0
Björn Thümler; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/bjoern-thuemler/fragen-antworten?page=0
Isabell Huber; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/isabell-huber/fragen-antworten?page=0
Britta Herrmann; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/britta-herrmann/fragen-antworten?page=0
Kerstin Köditz; DIE LINKE;Sachsen;https://www.abgeordnetenwatch.de//profile/kerstin-koeditz/fragen-antworten?page=0
Thomas Dörflinger; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/thomas-doerflinger-0/fragen-antworten?page=0
Oliver Krauß; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/oliver-krauss/fragen-antworten?page=0
Doris Rauscher; SPD;Bayern;https://www.abgeordnetenwatch.de//profile/doris-rauscher/fragen-antworten?page=0
Linus Görg; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/linus-goerg/fragen-antworten?page=0
Jürgen Pohl; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-pohl/fragen-antworten?page=0
Alexander Mohrenberg; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/alexander-mohrenberg/fragen-antworten?page=0
Katrin Schindele; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/katrin-schindele/fragen-antworten?page=0
Frank Rinck; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/frank-rinck/fragen-antworten?page=0
Pascal Mennen; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/pascal-mennen/fragen-antworten?page=0
Kerstin Vieregge; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/kerstin-vieregge/fragen-antworten?page=0
Ricarda Budke; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/ricarda-budke/fragen-antworten?page=0
Ingo Flemming; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/ingo-flemming/fragen-antworten?page=0
Julia Barth-Dworzynski; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/julia-barth-dworzynski/fragen-antworten?page=0
Petra Häffner; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/petra-haeffner/fragen-antworten?page=0
Nadja Weippert; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/nadja-weippert/fragen-antworten?page=0
Katharina Willkomm; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/katharina-willkomm/fragen-antworten?page=0
Johannes Müller; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/johannes-mueller/fragen-antworten?page=0
