Name;Party;Parliament;Profile
Ülker Radziwill; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/uelker-radziwill/fragen-antworten?page=0
Johannes Marxen; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/johannes-marxen/fragen-antworten?page=0
Patrick Grossmann; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/patrick-grossmann/fragen-antworten?page=0
Thorsten Freudenberger; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/thorsten-freudenberger/fragen-antworten?page=0
Markus Striedl; AfD;Bayern;https://www.abgeordnetenwatch.de//profile/markus-striedl/fragen-antworten?page=0
Cornelia von Loga; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/cornelia-von-loga/fragen-antworten?page=0
Thorsten Lieb; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/thorsten-lieb/fragen-antworten?page=0
Carsten Preuß; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/carsten-preuss/fragen-antworten?page=0
Norbert Otto Mayer; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/norbert-otto-mayer/fragen-antworten?page=0
Jörg Henke; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/joerg-henke/fragen-antworten?page=0
Valentina Tuchel; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/valentina-tuchel/fragen-antworten?page=0
Norbert Röttgen; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-roettgen/fragen-antworten?page=0
Bettina Hornhues; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/bettina-hornhues/fragen-antworten?page=0
Ralph Brinkhaus; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ralph-brinkhaus/fragen-antworten?page=0
Carola Wolle; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/carola-wolle/fragen-antworten?page=0
Martin Brandl; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/martin-brandl/fragen-antworten?page=0
Ülker Radziwill; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/uelker-radziwill/fragen-antworten?page=0
Mona Neubaur; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/mona-neubaur/fragen-antworten?page=0
Jens Jenssen; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-jenssen/fragen-antworten?page=0
Florian Dörstelmann; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/florian-doerstelmann/fragen-antworten?page=0
Jürgen Eberwein; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/juergen-eberwein/fragen-antworten?page=0
Katja Weitzel; SPD;Bayern;https://www.abgeordnetenwatch.de//profile/katja-weitzel/fragen-antworten?page=0
Franz Schmid; AfD;Bayern;https://www.abgeordnetenwatch.de//profile/franz-schmid-0/fragen-antworten?page=0
David Guthier; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/david-guthier/fragen-antworten?page=0
Gabi Schmidt; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/gabi-schmidt/fragen-antworten?page=0
Ilona Nicklisch; BVB - Freie Wähler;Brandenburg;https://www.abgeordnetenwatch.de//profile/ilona-nicklisch/fragen-antworten?page=0
Ronald Pohle; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/ronald-pohle/fragen-antworten?page=0
Mario Voigt; CDU;Thüringen;https://www.abgeordnetenwatch.de//profile/mario-voigt/fragen-antworten?page=0
Björn Höcke; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/bjoern-hoecke/fragen-antworten?page=0
Stephan Gamm; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/stephan-gamm/fragen-antworten?page=0
Olaf Scholz; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/olaf-scholz/fragen-antworten?page=0
Heiko Strohmann; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/heiko-strohmann/fragen-antworten?page=0
Henrike Müller; Bündnis 90/Die Grünen;Bremen;https://www.abgeordnetenwatch.de//profile/henrike-mueller/fragen-antworten?page=0
Ute Reimers-Bruns; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/ute-reimers-bruns/fragen-antworten?page=0
Detlef Seif; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/detlef-seif/fragen-antworten?page=0
Astrid Timmermann-Fechter; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/astrid-timmermann-fechter/fragen-antworten?page=0
Michael Gerdes; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/michael-gerdes/fragen-antworten?page=0
Reinhold Jost; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/reinhold-jost/fragen-antworten?page=0
Jochen Haußmann; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/jochen-haussmann/fragen-antworten?page=0
Hannes Damm; Bündnis 90/Die Grünen;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/hannes-damm/fragen-antworten?page=0
Paul-Joachim Timm; AfD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/paul-joachim-timm/fragen-antworten?page=0
Patrick Pender; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/patrick-pender/fragen-antworten?page=0
Dilek Engin; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/dilek-engin/fragen-antworten?page=0
Vanessa Odermatt; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/vanessa-odermatt/fragen-antworten?page=0
Cindy Lutz; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/cindy-lutz/fragen-antworten?page=0
Lara Evers; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/lara-evers/fragen-antworten?page=0
Omid Najafi; AfD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/omid-najafi/fragen-antworten?page=0
Nurtekin Tepe; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/nurtekin-tepe/fragen-antworten?page=0
Hans Christian Göttlicher; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/hans-christian-goettlicher/fragen-antworten?page=0
Kim-Sarah Speer; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/kim-sarah-speer/fragen-antworten?page=0
Christian Rohde; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/christian-rohde/fragen-antworten?page=0
Stefan Ebner; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/stefan-ebner/fragen-antworten?page=0
Jens Münster; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-muenster/fragen-antworten?page=0
Thorsten Lieb; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/thorsten-lieb/fragen-antworten?page=0
Carsten Preuß; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/carsten-preuss/fragen-antworten?page=0
Norbert Otto Mayer; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/norbert-otto-mayer/fragen-antworten?page=0
Jörg Henke; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/joerg-henke/fragen-antworten?page=0
Valentina Tuchel; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/valentina-tuchel/fragen-antworten?page=0
Norbert Röttgen; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-roettgen/fragen-antworten?page=0
Bettina Hornhues; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/bettina-hornhues/fragen-antworten?page=0
Ralph Brinkhaus; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ralph-brinkhaus/fragen-antworten?page=0
Carola Wolle; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/carola-wolle/fragen-antworten?page=0
Martin Brandl; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/martin-brandl/fragen-antworten?page=0
Ülker Radziwill; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/uelker-radziwill/fragen-antworten?page=0
Mona Neubaur; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/mona-neubaur/fragen-antworten?page=0
Jens Jenssen; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-jenssen/fragen-antworten?page=0
Florian Dörstelmann; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/florian-doerstelmann/fragen-antworten?page=0
Thorsten Weiß; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/thorsten-weiss/fragen-antworten?page=0
Siegfried Borgwardt; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/siegfried-borgwardt/fragen-antworten?page=0
Andrea Stullich; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/andrea-stullich/fragen-antworten?page=0
Hendrik Wüst; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/hendrik-wuest/fragen-antworten?page=0
Jens-Peter Nettekoven; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/jens-peter-nettekoven/fragen-antworten?page=0
Josef Hovenjürgen; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/josef-hovenjuergen/fragen-antworten?page=0
Nadja Lüders; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/nadja-lueders/fragen-antworten?page=0
Serdar Yüksel; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/serdar-yueksel/fragen-antworten?page=0
Arif Taşdelen; SPD;Bayern;https://www.abgeordnetenwatch.de//profile/arif-tasdelen/fragen-antworten?page=0
Martin Schöffel; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/martin-schoeffel/fragen-antworten?page=0
Steffen Vogel; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/steffen-vogel/fragen-antworten?page=0
Jens Kamieth; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/jens-kamieth/fragen-antworten?page=0
Benno Zierer; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/benno-zierer/fragen-antworten?page=0
Tanja Schorer-Dremel; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/tanja-schorer-dremel/fragen-antworten?page=0
Elke Barth; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/elke-barth/fragen-antworten?page=0
Marius Weiß; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/marius-weiss/fragen-antworten?page=0
Moritz Promny; FDP;Hessen;https://www.abgeordnetenwatch.de//profile/moritz-promny/fragen-antworten?page=0
Dörte Liebetruth; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/doerte-liebetruth/fragen-antworten?page=0
Uwe Schünemann; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/uwe-schuenemann/fragen-antworten?page=0
Rasmus Vöge; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/rasmus-voege/fragen-antworten?page=0
Tino Chrupalla; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/tino-chrupalla/fragen-antworten?page=0
Marc Biadacz; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/marc-biadacz/fragen-antworten?page=0
Horst Förster; AfD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/horst-foerster/fragen-antworten?page=0
Martin Wagle; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/martin-wagle/fragen-antworten?page=0
Sabine Weigand; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/sabine-weigand/fragen-antworten?page=0
Felix Martin; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/felix-martin/fragen-antworten?page=0
Patrick Schenk; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/patrick-schenk/fragen-antworten?page=0
Emanuel Herold; Bündnis 90/Die Grünen;Bremen;https://www.abgeordnetenwatch.de//profile/emanuel-herold/fragen-antworten?page=0
Thomas Thumm; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/thomas-thumm/fragen-antworten?page=0
Jan-Oliver Zwerg; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/jan-oliver-zwerg/fragen-antworten?page=0
Christine Wernicke; BVB - Freie Wähler;Brandenburg;https://www.abgeordnetenwatch.de//profile/christine-wernicke/fragen-antworten?page=0
Thomas Kirste; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/thomas-kirste/fragen-antworten?page=0
Wilko Möller; AfD;Brandenburg;https://www.abgeordnetenwatch.de//profile/wilko-moeller/fragen-antworten?page=0
Christopher Hahn; parteilos;Sachsen;https://www.abgeordnetenwatch.de//profile/christopher-hahn/fragen-antworten?page=0
Dieter Michael Laudenbach; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/dieter-michael-laudenbach/fragen-antworten?page=0
Thomas Staudt; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/thomas-staudt/fragen-antworten?page=0
Xenia Sabrina Kühn; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/xenia-sabrina-kuehn/fragen-antworten?page=0
Marcus Resch; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/marcus-resch/fragen-antworten?page=0
Frank Luhmann; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/frank-luhmann/fragen-antworten?page=0
Barbara Becker-Hornickel; FDP;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/barbara-becker-hornickel/fragen-antworten?page=0
Sylva Rahm-Präger; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/sylva-rahm-praeger/fragen-antworten?page=0
Ralf Stoltze; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/ralf-stoltze/fragen-antworten?page=0
Jessica Schülke; AfD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/jessica-schuelke/fragen-antworten?page=0
Tim Wook; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/tim-wook/fragen-antworten?page=0
Basem Khan; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/basem-khan/fragen-antworten?page=0
Niklas Graßelt; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/niklas-grasselt/fragen-antworten?page=0
Ingo Schon; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/ingo-schon/fragen-antworten?page=0
Lothar Mulch; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/lothar-mulch/fragen-antworten?page=0
Jenny Schack; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/jenny-schack/fragen-antworten?page=0
Harald Meußgeier; AfD;Bayern;https://www.abgeordnetenwatch.de//profile/harald-meussgeier/fragen-antworten?page=0
Stefan Ebner; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/stefan-ebner/fragen-antworten?page=0
Jens Münster; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-muenster/fragen-antworten?page=0
Carsten Preuß; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/carsten-preuss/fragen-antworten?page=0
Norbert Otto Mayer; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/norbert-otto-mayer/fragen-antworten?page=0
Jörg Henke; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/joerg-henke/fragen-antworten?page=0
Valentina Tuchel; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/valentina-tuchel/fragen-antworten?page=0
Norbert Röttgen; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-roettgen/fragen-antworten?page=0
Bettina Hornhues; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/bettina-hornhues/fragen-antworten?page=0
Ralph Brinkhaus; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ralph-brinkhaus/fragen-antworten?page=0
Carola Wolle; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/carola-wolle/fragen-antworten?page=0
Martin Brandl; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/martin-brandl/fragen-antworten?page=0
Ülker Radziwill; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/uelker-radziwill/fragen-antworten?page=0
Mona Neubaur; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/mona-neubaur/fragen-antworten?page=0
Jens Jenssen; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jens-jenssen/fragen-antworten?page=0
Florian Dörstelmann; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/florian-doerstelmann/fragen-antworten?page=0
Thorsten Weiß; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/thorsten-weiss/fragen-antworten?page=0
Siegfried Borgwardt; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/siegfried-borgwardt/fragen-antworten?page=0
Elisabeth Müller-Witt; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/elisabeth-mueller-witt/fragen-antworten?page=0
Jochen Klenner; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/jochen-klenner/fragen-antworten?page=0
Lutz Lienenkämper; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/lutz-lienenkaemper/fragen-antworten?page=0
Werner Kalinka; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/werner-kalinka/fragen-antworten?page=0
Sven Tritschler; AfD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/sven-tritschler/fragen-antworten?page=0
Bernhard Pohl; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/bernhard-pohl/fragen-antworten?page=0
Judith Gerlach; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/judith-gerlach/fragen-antworten?page=0
Martina Fehlner; SPD;Bayern;https://www.abgeordnetenwatch.de//profile/martina-fehlner/fragen-antworten?page=0
André Bock; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/andre-bock/fragen-antworten?page=0
Gerd Schreiner; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/gerd-schreiner/fragen-antworten?page=0
Stephan Toscani; CDU;Saarland;https://www.abgeordnetenwatch.de//profile/stephan-toscani/fragen-antworten?page=0
Seyran Papo; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/seyran-papo/fragen-antworten?page=0
Cemal Bozoğlu; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/cemal-bozoglu/fragen-antworten?page=0
Tobias Winkler; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/tobias-winkler/fragen-antworten?page=0
Axel Müller; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/axel-mueller/fragen-antworten?page=0
Gerald Ullrich; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/gerald-ullrich/fragen-antworten?page=0
Christoph Eilers; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/christoph-eilers/fragen-antworten?page=0
Christian Schroeder; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/christian-schroeder/fragen-antworten?page=0
Jens-Holger Schneider; AfD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/jens-holger-schneider/fragen-antworten?page=0
Dieter Arnold; AfD;Bayern;https://www.abgeordnetenwatch.de//profile/dieter-arnold/fragen-antworten?page=0
Jette Waldinger-Thiering; SSW;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/jette-waldinger-thiering/fragen-antworten?page=0
Gülseren Demirel; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/guelseren-demirel/fragen-antworten?page=0
Thomas Erndl; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-erndl/fragen-antworten?page=0
Nina Eisenhardt; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/nina-eisenhardt/fragen-antworten?page=0
Esther Dilcher; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/esther-dilcher/fragen-antworten?page=0
Jochen Haug; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/jochen-haug/fragen-antworten?page=0
Stephan Bothe; AfD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/stephan-bothe/fragen-antworten?page=0
Veronika Bode; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/veronika-bode/fragen-antworten?page=0
Birgit Heitland; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/birgit-heitland/fragen-antworten?page=0
Josef Dörr; AfD;Saarland;https://www.abgeordnetenwatch.de//profile/josef-doerr/fragen-antworten?page=0
Oliver Kirchner; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/oliver-kirchner/fragen-antworten?page=0
Kristin Heiß; DIE LINKE;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/kristin-heiss/fragen-antworten?page=0
